ticker,market,date,open,high,low,close,adj_close,volume,trading_value,data_source
NOC,US,2025-11-28,507.96,514.06,501.36,507.45,507.45,918000,465839100,sample
NOC,US,2025-12-01,506.48,514.10,500.40,508.00,508.00,926500,470662000,sample
NOC,US,2025-12-02,507.53,514.65,501.44,508.55,508.55,935000,475494250,sample
NOC,US,2025-12-03,508.59,515.21,502.49,509.10,509.10,850000,432735000,sample
NOC,US,2025-12-04,509.65,515.77,503.53,509.65,509.65,858500,437534525,sample
NOC,US,2025-12-05,510.71,516.84,504.08,510.20,510.20,867000,442343400,sample
NOC,US,2025-12-08,509.22,516.88,503.11,510.75,510.75,875500,447161625,sample
NOC,US,2025-12-09,501.79,508.83,495.77,502.80,502.80,884000,444475200,sample
NOC,US,2025-12-10,502.85,509.39,496.82,503.35,503.35,892500,449239875,sample
NOC,US,2025-12-11,503.90,509.95,497.85,503.90,503.90,901000,454013900,sample
NOC,US,2025-12-12,504.95,511.01,498.40,504.45,504.45,909500,458797275,sample
NOC,US,2025-12-15,503.49,511.06,497.45,505.00,505.00,918000,463590000,sample
NOC,US,2025-12-16,504.54,511.62,498.49,505.55,505.55,926500,468392075,sample
NOC,US,2025-12-17,505.59,512.17,499.52,506.10,506.10,935000,473203500,sample
NOC,US,2025-12-18,506.65,512.73,500.57,506.65,506.65,850000,430652500,sample
NOC,US,2025-12-19,507.71,513.80,501.11,507.20,507.20,858500,435431200,sample
NOC,US,2025-12-22,506.23,513.84,500.16,507.75,507.75,867000,440219250,sample
NOC,US,2025-12-23,507.28,514.40,501.19,508.30,508.30,875500,445016650,sample
NOC,US,2025-12-24,508.34,514.96,502.24,508.85,508.85,884000,449823400,sample
NOC,US,2025-12-25,509.40,515.51,503.29,509.40,509.40,892500,454639500,sample
NOC,US,2025-12-26,510.46,516.59,503.83,509.95,509.95,901000,459464950,sample
NOC,US,2025-12-29,508.97,516.63,502.86,510.50,510.50,909500,464299750,sample
NOC,US,2025-12-30,510.03,517.18,503.91,511.05,511.05,918000,469143900,sample
NOC,US,2025-12-31,511.09,517.74,504.96,511.60,511.60,926500,473997400,sample
NOC,US,2026-01-01,503.65,509.69,497.61,503.65,503.65,935000,470912750,sample
NOC,US,2026-01-02,504.70,510.76,498.15,504.20,504.20,850000,428570000,sample
NOC,US,2026-01-05,503.24,510.81,497.20,504.75,504.75,858500,433327875,sample
NOC,US,2026-01-06,504.29,511.36,498.24,505.30,505.30,867000,438095100,sample
NOC,US,2026-01-07,505.34,511.92,499.28,505.85,505.85,875500,442871675,sample
NOC,US,2026-01-08,506.40,512.48,500.32,506.40,506.40,884000,447657600,sample
NOC,US,2026-01-09,507.46,513.55,500.87,506.95,506.95,892500,452452875,sample
NOC,US,2026-01-12,505.98,513.59,499.91,507.50,507.50,901000,457257500,sample
NOC,US,2026-01-13,507.03,514.15,500.95,508.05,508.05,909500,462071475,sample
NOC,US,2026-01-14,508.09,514.70,501.99,508.60,508.60,918000,466894800,sample
NOC,US,2026-01-15,509.15,515.26,503.04,509.15,509.15,926500,471727475,sample
NOC,US,2026-01-16,510.21,516.33,503.58,509.70,509.70,935000,476569500,sample
NOC,US,2026-01-19,508.72,516.37,502.62,510.25,510.25,850000,433712500,sample
NOC,US,2026-01-20,509.78,516.93,503.66,510.80,510.80,858500,438521800,sample
NOC,US,2026-01-21,510.84,517.49,504.71,511.35,511.35,867000,443340450,sample
NOC,US,2026-01-22,511.90,518.04,505.76,511.90,511.90,875500,448168450,sample
NOC,US,2026-01-23,512.96,519.12,506.30,512.45,512.45,884000,453005800,sample
NOC,US,2026-01-26,502.99,510.55,496.95,504.50,504.50,892500,450266250,sample
NOC,US,2026-01-27,504.04,511.11,497.99,505.05,505.05,901000,455050050,sample
NOC,US,2026-01-28,505.09,511.67,499.03,505.60,505.60,909500,459843200,sample
NOC,US,2026-01-29,506.15,512.22,500.08,506.15,506.15,918000,464645700,sample
NOC,US,2026-01-30,507.21,513.30,500.62,506.70,506.70,926500,469457550,sample
NOC,US,2026-02-02,505.73,513.34,499.66,507.25,507.25,935000,474278750,sample
NOC,US,2026-02-03,506.78,513.89,500.70,507.80,507.80,850000,431630000,sample
NOC,US,2026-02-04,507.84,514.45,501.75,508.35,508.35,858500,436418475,sample
NOC,US,2026-02-05,508.90,515.01,502.79,508.90,508.90,867000,441216300,sample
NOC,US,2026-02-06,509.96,516.08,503.34,509.45,509.45,875500,446023475,sample
NOC,US,2026-02-09,508.47,516.12,502.37,510.00,510.00,884000,450840000,sample
NOC,US,2026-02-10,509.53,516.68,503.42,510.55,510.55,892500,455665875,sample
NOC,US,2026-02-11,510.59,517.23,504.46,511.10,511.10,901000,460501100,sample
NOC,US,2026-02-12,511.65,517.79,505.51,511.65,511.65,909500,465345675,sample
NOC,US,2026-02-13,512.71,518.86,506.05,512.20,512.20,918000,470199600,sample
NOC,US,2026-02-16,511.21,518.90,505.08,512.75,512.75,926500,475062875,sample
NOC,US,2026-02-17,512.27,519.46,506.12,513.30,513.30,935000,479935500,sample
NOC,US,2026-02-18,504.84,511.41,498.78,505.35,505.35,850000,429547500,sample
NOC,US,2026-02-19,505.90,511.97,499.83,505.90,505.90,858500,434315150,sample
NOC,US,2026-02-20,506.96,513.04,500.37,506.45,506.45,867000,439092150,sample
NOC,US,2026-02-23,505.48,513.08,499.41,507.00,507.00,875500,443878500,sample
NOC,US,2026-02-24,506.53,513.64,500.45,507.55,507.55,884000,448674200,sample
NOC,US,2026-02-25,507.59,514.20,501.50,508.10,508.10,892500,453479250,sample
NOC,US,2026-02-26,508.65,514.75,502.55,508.65,508.65,901000,458293650,sample
NOC,US,2026-02-27,509.71,515.83,503.09,509.20,509.20,909500,463117400,sample
NOC,US,2026-03-02,508.22,515.87,502.12,509.75,509.75,918000,467950500,sample
NOC,US,2026-03-03,509.28,516.42,503.17,510.30,510.30,926500,472792950,sample
NOC,US,2026-03-04,510.34,516.98,504.22,510.85,510.85,935000,477644750,sample
NOC,US,2026-03-05,511.40,517.54,505.26,511.40,511.40,850000,434690000,sample
NOC,US,2026-03-06,512.46,518.61,505.81,511.95,511.95,858500,439509075,sample
NOC,US,2026-03-09,510.96,518.65,504.83,512.50,512.50,867000,444337500,sample
NOC,US,2026-03-10,512.02,519.21,505.88,513.05,513.05,875500,449175275,sample
NOC,US,2026-03-11,513.09,519.76,506.93,513.60,513.60,884000,454022400,sample
NOC,US,2026-03-12,514.15,520.32,507.98,514.15,514.15,892500,458878875,sample
NOC,US,2026-03-13,506.71,512.79,500.13,506.20,506.20,901000,456086200,sample
NOC,US,2026-03-16,505.23,512.83,499.17,506.75,506.75,909500,460889125,sample
NOC,US,2026-03-17,506.29,513.39,500.21,507.30,507.30,918000,465701400,sample
NOC,US,2026-03-18,507.34,513.94,501.25,507.85,507.85,926500,470523025,sample
NOC,US,2026-03-19,508.40,514.50,502.30,508.40,508.40,935000,475354000,sample
NOC,US,2026-03-20,509.46,515.57,502.84,508.95,508.95,850000,432607500,sample
NOC,US,2026-03-23,507.97,515.61,501.87,509.50,509.50,858500,437405750,sample
NOC,US,2026-03-24,509.03,516.17,502.92,510.05,510.05,867000,442213350,sample
NOC,US,2026-03-25,510.09,516.73,503.97,510.60,510.60,875500,447030300,sample
NOC,US,2026-03-26,511.15,517.28,505.02,511.15,511.15,884000,451856600,sample
NOC,US,2026-03-27,512.21,518.36,505.56,511.70,511.70,892500,456692250,sample
NOC,US,2026-03-30,510.71,518.40,504.58,512.25,512.25,901000,461537250,sample
NOC,US,2026-03-31,511.77,518.95,505.63,512.80,512.80,909500,466391600,sample
NOC,US,2026-04-01,512.84,519.51,506.69,513.35,513.35,918000,471255300,sample
NOC,US,2026-04-02,513.90,520.07,507.73,513.90,513.90,926500,476128350,sample
NOC,US,2026-04-03,514.96,521.14,508.28,514.45,514.45,935000,481010750,sample
NOC,US,2026-04-06,513.46,521.18,507.30,515.00,515.00,850000,437750000,sample
NOC,US,2026-04-07,506.04,513.13,499.97,507.05,507.05,858500,435302425,sample
NOC,US,2026-04-08,507.09,513.69,501.00,507.60,507.60,867000,440089200,sample
NOC,US,2026-04-09,508.15,514.25,502.05,508.15,508.15,875500,444885325,sample
NOC,US,2026-04-10,509.21,515.32,502.60,508.70,508.70,884000,449690800,sample
NOC,US,2026-04-13,507.72,515.36,501.63,509.25,509.25,892500,454505625,sample
NOC,US,2026-04-14,508.78,515.92,502.67,509.80,509.80,901000,459329800,sample
NOC,US,2026-04-15,509.84,516.47,503.72,510.35,510.35,909500,464163325,sample
NOC,US,2026-04-16,510.90,517.03,504.77,510.90,510.90,918000,469006200,sample
NOC,US,2026-04-17,511.96,518.10,505.31,511.45,511.45,926500,473858425,sample
NOC,US,2026-04-20,510.46,518.14,504.33,512.00,512.00,935000,478720000,sample
NOC,US,2026-04-21,511.52,518.70,505.38,512.55,512.55,850000,435667500,sample
NOC,US,2026-04-22,512.59,519.26,506.44,513.10,513.10,858500,440496350,sample
NOC,US,2026-04-23,513.65,519.81,507.49,513.65,513.65,867000,445334550,sample
NOC,US,2026-04-24,514.71,520.89,508.03,514.20,514.20,875500,450182100,sample
NOC,US,2026-04-27,513.21,520.93,507.05,514.75,514.75,884000,455039000,sample
NOC,US,2026-04-28,514.27,521.48,508.10,515.30,515.30,892500,459905250,sample
NOC,US,2026-04-29,515.33,522.04,509.15,515.85,515.85,901000,464780850,sample
NOC,US,2026-04-30,507.90,513.99,501.81,507.90,507.90,909500,461935050,sample
NOC,US,2026-05-01,508.96,515.07,502.35,508.45,508.45,918000,466757100,sample
NOC,US,2026-05-04,507.47,515.11,501.38,509.00,509.00,926500,471588500,sample
NOC,US,2026-05-05,508.53,515.66,502.43,509.55,509.55,935000,476429250,sample
NOC,US,2026-05-06,509.59,516.22,503.47,510.10,510.10,850000,433585000,sample
NOC,US,2026-05-07,510.65,516.78,504.52,510.65,510.65,858500,438393025,sample
NOC,US,2026-05-08,511.71,517.85,505.07,511.20,511.20,867000,443210400,sample
NOC,US,2026-05-11,510.21,517.89,504.09,511.75,511.75,875500,448037125,sample
NOC,US,2026-05-12,511.28,518.45,505.14,512.30,512.30,884000,452873200,sample
NOC,US,2026-05-13,512.34,519.00,506.19,512.85,512.85,892500,457718625,sample
NOC,US,2026-05-14,513.40,519.56,507.24,513.40,513.40,901000,462573400,sample
NOC,US,2026-05-15,514.46,520.63,507.78,513.95,513.95,909500,467437525,sample
NOC,US,2026-05-18,512.96,520.67,506.80,514.50,514.50,918000,472311000,sample
NOC,US,2026-05-19,514.02,521.23,507.85,515.05,515.05,926500,477193825,sample
NOC,US,2026-05-20,515.08,521.79,508.90,515.60,515.60,935000,482086000,sample
NOC,US,2026-05-21,516.15,522.34,509.96,516.15,516.15,850000,438727500,sample
NOC,US,2026-05-22,517.22,523.43,510.50,516.70,516.70,858500,443586950,sample
NOC,US,2026-05-25,507.22,514.86,501.13,508.75,508.75,867000,441086250,sample
NOC,US,2026-05-26,508.28,515.41,502.18,509.30,509.30,875500,445892150,sample
NOC,US,2026-05-27,509.34,515.97,503.23,509.85,509.85,884000,450707400,sample
NOC,US,2026-05-28,510.40,516.52,504.28,510.40,510.40,892500,455532000,sample
NOC,US,2026-05-29,511.46,517.60,504.82,510.95,510.95,901000,460365950,sample
BA,US,2025-06-02,182.97,185.72,180.77,183.52,183.52,6200000,1137824000,sample
BA,US,2025-06-03,183.35,185.92,181.15,183.72,183.72,6262000,1150454640,sample
BA,US,2025-06-04,183.75,186.14,181.55,183.93,183.93,6324000,1163173320,sample
BA,US,2025-06-05,184.13,186.34,181.92,184.13,184.13,6386000,1175854180,sample
BA,US,2025-06-06,184.51,186.72,182.12,184.33,184.33,6448000,1188559840,sample
BA,US,2025-06-09,183.99,186.75,181.78,184.54,184.54,6510000,1201355400,sample
BA,US,2025-06-10,184.37,186.96,182.16,184.74,184.74,6572000,1214111280,sample
BA,US,2025-06-11,184.76,187.16,182.54,184.94,184.94,6634000,1226891960,sample
BA,US,2025-06-12,185.15,187.37,182.93,185.15,185.15,6696000,1239764400,sample
BA,US,2025-06-13,185.54,187.77,183.13,185.35,185.35,6758000,1252595300,sample
BA,US,2025-06-16,185.00,187.79,182.78,185.56,185.56,6820000,1265519200,sample
BA,US,2025-06-17,185.39,187.99,183.17,185.76,185.76,6200000,1151712000,sample
BA,US,2025-06-18,185.77,188.19,183.54,185.96,185.96,6262000,1164481520,sample
BA,US,2025-06-19,186.17,188.40,183.94,186.17,186.17,6324000,1177339080,sample
BA,US,2025-06-20,186.56,188.80,184.13,186.37,186.37,6386000,1190158820,sample
BA,US,2025-06-23,186.01,188.81,183.78,186.57,186.57,6448000,1203003360,sample
BA,US,2025-06-24,186.41,189.02,184.17,186.78,186.78,6510000,1215937800,sample
BA,US,2025-06-25,183.65,186.04,181.45,183.83,183.83,6572000,1208130760,sample
BA,US,2025-06-26,184.04,186.25,181.83,184.04,184.04,6634000,1220921360,sample
BA,US,2025-06-27,184.42,186.63,182.03,184.24,184.24,6696000,1233671040,sample
BA,US,2025-06-30,183.90,186.66,181.69,184.45,184.45,6758000,1246513100,sample
BA,US,2025-07-01,184.28,186.87,182.07,184.65,184.65,6820000,1259313000,sample
BA,US,2025-07-02,184.67,187.07,182.45,184.85,184.85,6200000,1146070000,sample
BA,US,2025-07-03,185.06,187.28,182.84,185.06,185.06,6262000,1158845720,sample
BA,US,2025-07-04,185.45,187.68,183.04,185.26,185.26,6324000,1171584240,sample
BA,US,2025-07-07,184.90,187.69,182.68,185.46,185.46,6386000,1184347560,sample
BA,US,2025-07-08,185.30,187.90,183.08,185.67,185.67,6448000,1197200160,sample
BA,US,2025-07-09,185.68,188.10,183.45,185.87,185.87,6510000,1210013700,sample
BA,US,2025-07-10,186.07,188.30,183.84,186.07,186.07,6572000,1222852040,sample
BA,US,2025-07-11,186.47,188.71,184.04,186.28,186.28,6634000,1235781520,sample
BA,US,2025-07-14,185.92,188.72,183.69,186.48,186.48,6696000,1248670080,sample
BA,US,2025-07-15,186.31,188.92,184.07,186.68,186.68,6758000,1261583440,sample
BA,US,2025-07-16,186.70,189.13,184.46,186.89,186.89,6820000,1274589800,sample
BA,US,2025-07-17,187.09,189.34,184.84,187.09,187.09,6200000,1159958000,sample
BA,US,2025-07-18,184.33,186.54,181.94,184.15,184.15,6262000,1153147300,sample
BA,US,2025-07-21,183.80,186.56,181.59,184.35,184.35,6324000,1165829400,sample
BA,US,2025-07-22,184.19,186.77,181.98,184.56,184.56,6386000,1178600160,sample
BA,US,2025-07-23,184.58,186.98,182.37,184.76,184.76,6448000,1191332480,sample
BA,US,2025-07-24,184.96,187.18,182.74,184.96,184.96,6510000,1204089600,sample
BA,US,2025-07-25,185.36,187.58,182.95,185.17,185.17,6572000,1216937240,sample
BA,US,2025-07-28,184.81,187.59,182.59,185.37,185.37,6634000,1229744580,sample
BA,US,2025-07-29,185.20,187.80,182.98,185.57,185.57,6696000,1242576720,sample
BA,US,2025-07-30,185.59,188.01,183.36,185.78,185.78,6758000,1255501240,sample
BA,US,2025-07-31,185.98,188.21,183.75,185.98,185.98,6820000,1268383600,sample
BA,US,2025-08-01,186.37,188.61,183.95,186.18,186.18,6200000,1154316000,sample
BA,US,2025-08-04,185.83,188.63,183.60,186.39,186.39,6262000,1167174180,sample
BA,US,2025-08-05,186.22,188.83,183.99,186.59,186.59,6324000,1179995160,sample
BA,US,2025-08-06,186.60,189.03,184.36,186.79,186.79,6386000,1192840940,sample
BA,US,2025-08-07,187.00,189.24,184.76,187.00,187.00,6448000,1205776000,sample
BA,US,2025-08-08,187.39,189.64,184.95,187.20,187.20,6510000,1218672000,sample
BA,US,2025-08-11,186.85,189.66,184.61,187.41,187.41,6572000,1231658520,sample
BA,US,2025-08-12,184.09,186.67,181.88,184.46,184.46,6634000,1223707640,sample
BA,US,2025-08-13,184.49,186.89,182.28,184.67,184.67,6696000,1236550320,sample
BA,US,2025-08-14,184.87,187.09,182.65,184.87,184.87,6758000,1249351460,sample
BA,US,2025-08-15,185.26,187.48,182.85,185.07,185.07,6820000,1262177400,sample
BA,US,2025-08-18,184.72,187.50,182.50,185.28,185.28,6200000,1148736000,sample
BA,US,2025-08-19,185.11,187.71,182.89,185.48,185.48,6262000,1161475760,sample
BA,US,2025-08-20,185.49,187.91,183.26,185.68,185.68,6324000,1174240320,sample
BA,US,2025-08-21,185.89,188.12,183.66,185.89,185.89,6386000,1187093540,sample
BA,US,2025-08-22,186.28,188.52,183.86,186.09,186.09,6448000,1199908320,sample
BA,US,2025-08-25,185.74,188.54,183.51,186.30,186.30,6510000,1212813000,sample
BA,US,2025-08-26,186.13,188.74,183.90,186.50,186.50,6572000,1225678000,sample
BA,US,2025-08-27,186.51,188.94,184.27,186.70,186.70,6634000,1238567800,sample
BA,US,2025-08-28,186.91,189.15,184.67,186.91,186.91,6696000,1251549360,sample
BA,US,2025-08-29,187.30,189.55,184.86,187.11,187.11,6758000,1264489380,sample
BA,US,2025-09-01,186.75,189.56,184.51,187.31,187.31,6820000,1277454200,sample
BA,US,2025-09-02,187.14,189.77,184.89,187.52,187.52,6200000,1162624000,sample
BA,US,2025-09-03,187.53,189.97,185.28,187.72,187.72,6262000,1175502640,sample
BA,US,2025-09-04,184.78,187.00,182.56,184.78,184.78,6324000,1168548720,sample
BA,US,2025-09-05,185.16,187.38,182.76,184.98,184.98,6386000,1181282280,sample
BA,US,2025-09-08,184.63,187.41,182.41,185.19,185.19,6448000,1194105120,sample
BA,US,2025-09-09,185.02,187.61,182.80,185.39,185.39,6510000,1206888900,sample
BA,US,2025-09-10,185.40,187.82,183.18,185.59,185.59,6572000,1219697480,sample
BA,US,2025-09-11,185.80,188.03,183.57,185.80,185.80,6634000,1232597200,sample
BA,US,2025-09-12,186.19,188.42,183.77,186.00,186.00,6696000,1245456000,sample
BA,US,2025-09-15,185.64,188.43,183.41,186.20,186.20,6758000,1258339600,sample
BA,US,2025-09-16,186.04,188.65,183.81,186.41,186.41,6820000,1271316200,sample
BA,US,2025-09-17,186.42,188.85,184.18,186.61,186.61,6200000,1156982000,sample
BA,US,2025-09-18,186.81,189.05,184.57,186.81,186.81,6262000,1169804220,sample
BA,US,2025-09-19,187.21,189.46,184.78,187.02,187.02,6324000,1182714480,sample
BA,US,2025-09-22,186.66,189.47,184.42,187.22,187.22,6386000,1195586920,sample
BA,US,2025-09-23,187.05,189.67,184.81,187.42,187.42,6448000,1208484160,sample
BA,US,2025-09-24,187.44,189.88,185.19,187.63,187.63,6510000,1221471300,sample
BA,US,2025-09-25,187.83,190.08,185.58,187.83,187.83,6572000,1234418760,sample
BA,US,2025-09-26,188.22,190.48,185.77,188.03,188.03,6634000,1247391020,sample
BA,US,2025-09-29,184.53,187.31,182.32,185.09,185.09,6696000,1239362640,sample
BA,US,2025-09-30,184.93,187.52,182.71,185.30,185.30,6758000,1252257400,sample
BA,US,2025-10-01,185.31,187.73,183.09,185.50,185.50,6820000,1265110000,sample
BA,US,2025-10-02,185.70,187.93,183.47,185.70,185.70,6200000,1151340000,sample
BA,US,2025-10-03,186.10,188.33,183.68,185.91,185.91,6262000,1164168420,sample
BA,US,2025-10-06,185.55,188.34,183.32,186.11,186.11,6324000,1176959640,sample
BA,US,2025-10-07,185.94,188.55,183.71,186.31,186.31,6386000,1189775660,sample
BA,US,2025-10-08,186.33,188.76,184.09,186.52,186.52,6448000,1202680960,sample
BA,US,2025-10-09,186.72,188.96,184.48,186.72,186.72,6510000,1215547200,sample
BA,US,2025-10-10,187.11,189.36,184.68,186.92,186.92,6572000,1228438240,sample
BA,US,2025-10-13,186.57,189.38,184.33,187.13,187.13,6634000,1241420420,sample
BA,US,2025-10-14,186.96,189.58,184.72,187.33,187.33,6696000,1254361680,sample
BA,US,2025-10-15,187.34,189.78,185.09,187.53,187.53,6758000,1267327740,sample
BA,US,2025-10-16,187.74,189.99,185.49,187.74,187.74,6820000,1280386800,sample
BA,US,2025-10-17,188.13,190.39,185.68,187.94,187.94,6200000,1165228000,sample
BA,US,2025-10-20,187.59,190.41,185.34,188.15,188.15,6262000,1178195300,sample
BA,US,2025-10-21,187.97,190.61,185.71,188.35,188.35,6324000,1191125400,sample
BA,US,2025-10-22,185.22,187.63,183.00,185.41,185.41,6386000,1184028260,sample
BA,US,2025-10-23,185.61,187.84,183.38,185.61,185.61,6448000,1196813280,sample
BA,US,2025-10-24,186.00,188.23,183.58,185.81,185.81,6510000,1209623100,sample
BA,US,2025-10-27,185.46,188.25,183.23,186.02,186.02,6572000,1222523440,sample
BA,US,2025-10-28,185.85,188.45,183.62,186.22,186.22,6634000,1235383480,sample
BA,US,2025-10-29,186.23,188.66,184.00,186.42,186.42,6696000,1248268320,sample
BA,US,2025-10-30,186.63,188.87,184.39,186.63,186.63,6758000,1261245540,sample
BA,US,2025-10-31,187.02,189.26,184.59,186.83,186.83,6820000,1274180600,sample
BA,US,2025-11-03,186.48,189.28,184.24,187.04,187.04,6200000,1159648000,sample
BA,US,2025-11-04,186.87,189.49,184.63,187.24,187.24,6262000,1172496880,sample
BA,US,2025-11-05,187.25,189.69,185.00,187.44,187.44,6324000,1185370560,sample
BA,US,2025-11-06,187.65,189.90,185.40,187.65,187.65,6386000,1198332900,sample
BA,US,2025-11-07,188.04,190.30,185.60,187.85,187.85,6448000,1211256800,sample
BA,US,2025-11-10,187.49,190.31,185.24,188.05,188.05,6510000,1224205500,sample
BA,US,2025-11-11,187.88,190.52,185.63,188.26,188.26,6572000,1237244720,sample
BA,US,2025-11-12,188.27,190.72,186.01,188.46,188.46,6634000,1250243640,sample
BA,US,2025-11-13,188.66,190.92,186.40,188.66,188.66,6696000,1263267360,sample
BA,US,2025-11-14,185.91,188.14,183.49,185.72,185.72,6758000,1255095760,sample
BA,US,2025-11-17,185.37,188.16,183.15,185.93,185.93,6820000,1268042600,sample
BA,US,2025-11-18,185.76,188.36,183.53,186.13,186.13,6200000,1154006000,sample
BA,US,2025-11-19,186.14,188.57,183.91,186.33,186.33,6262000,1166798460,sample
BA,US,2025-11-20,186.54,188.78,184.30,186.54,186.54,6324000,1179678960,sample
BA,US,2025-11-21,186.93,189.17,184.50,186.74,186.74,6386000,1192521640,sample
BA,US,2025-11-24,186.38,189.18,184.14,186.94,186.94,6448000,1205389120,sample
BA,US,2025-11-25,186.78,189.40,184.54,187.15,187.15,6510000,1218346500,sample
BA,US,2025-11-26,187.16,189.60,184.91,187.35,187.35,6572000,1231264200,sample
BA,US,2025-11-27,187.55,189.80,185.30,187.55,187.55,6634000,1244206700,sample
BA,US,2025-11-28,187.95,190.21,185.51,187.76,187.76,6696000,1257240960,sample
BA,US,2025-12-01,187.40,190.22,185.15,187.96,187.96,6758000,1270233680,sample
BA,US,2025-12-02,187.78,190.42,185.53,188.16,188.16,6820000,1283251200,sample
BA,US,2025-12-03,188.18,190.63,185.92,188.37,188.37,6200000,1167894000,sample
BA,US,2025-12-04,188.57,190.83,186.31,188.57,188.57,6262000,1180825340,sample
BA,US,2025-12-05,188.96,191.23,186.50,188.77,188.77,6324000,1193781480,sample
BA,US,2025-12-08,188.41,191.25,186.15,188.98,188.98,6386000,1206826280,sample
BA,US,2025-12-09,185.67,188.27,183.44,186.04,186.04,6448000,1199585920,sample
BA,US,2025-12-10,186.05,188.47,183.82,186.24,186.24,6510000,1212422400,sample
BA,US,2025-12-11,186.44,188.68,184.20,186.44,186.44,6572000,1225283680,sample
BA,US,2025-12-12,186.84,189.08,184.41,186.65,186.65,6634000,1238236100,sample
BA,US,2025-12-15,186.29,189.09,184.05,186.85,186.85,6696000,1251147600,sample
BA,US,2025-12-16,186.68,189.29,184.44,187.05,187.05,6758000,1264083900,sample
BA,US,2025-12-17,187.07,189.51,184.83,187.26,187.26,6820000,1277113200,sample
BA,US,2025-12-18,187.46,189.71,185.21,187.46,187.46,6200000,1162252000,sample
BA,US,2025-12-19,187.85,190.10,185.41,187.66,187.66,6262000,1175126920,sample
BA,US,2025-12-22,187.31,190.12,185.06,187.87,187.87,6324000,1188089880,sample
BA,US,2025-12-23,187.69,190.33,185.44,188.07,188.07,6386000,1201015020,sample
BA,US,2025-12-24,188.08,190.53,185.82,188.27,188.27,6448000,1213964960,sample
BA,US,2025-12-25,188.48,190.74,186.22,188.48,188.48,6510000,1227004800,sample
BA,US,2025-12-26,188.87,191.14,186.42,188.68,188.68,6572000,1240004960,sample
BA,US,2025-12-29,188.32,191.16,186.06,188.89,188.89,6634000,1253096260,sample
BA,US,2025-12-30,188.71,191.36,186.45,189.09,189.09,6696000,1266146640,sample
BA,US,2025-12-31,189.10,191.56,186.83,189.29,189.29,6758000,1279221820,sample
BA,US,2026-01-01,186.35,188.59,184.11,186.35,186.35,6820000,1270907000,sample
BA,US,2026-01-02,186.74,188.98,184.31,186.55,186.55,6200000,1156610000,sample
BA,US,2026-01-05,186.20,189.00,183.97,186.76,186.76,6262000,1169491120,sample
BA,US,2026-01-06,186.59,189.20,184.35,186.96,186.96,6324000,1182335040,sample
BA,US,2026-01-07,186.97,189.41,184.73,187.16,187.16,6386000,1195203760,sample
BA,US,2026-01-08,187.37,189.62,185.12,187.37,187.37,6448000,1208161760,sample
BA,US,2026-01-09,187.76,190.01,185.32,187.57,187.57,6510000,1221080700,sample
BA,US,2026-01-12,187.22,190.03,184.97,187.78,187.78,6572000,1234090160,sample
BA,US,2026-01-13,187.60,190.24,185.35,187.98,187.98,6634000,1247059320,sample
BA,US,2026-01-14,187.99,190.44,185.73,188.18,188.18,6696000,1260053280,sample
BA,US,2026-01-15,188.39,190.65,186.13,188.39,188.39,6758000,1273139620,sample
BA,US,2026-01-16,188.78,191.05,186.33,188.59,188.59,6820000,1286183800,sample
BA,US,2026-01-19,188.22,191.06,185.96,188.79,188.79,6200000,1170498000,sample
BA,US,2026-01-20,188.62,191.27,186.36,189.00,189.00,6262000,1183518000,sample
BA,US,2026-01-21,189.01,191.47,186.74,189.20,189.20,6324000,1196500800,sample
BA,US,2026-01-22,189.40,191.67,187.13,189.40,189.40,6386000,1209508400,sample
BA,US,2026-01-23,189.80,192.08,187.33,189.61,189.61,6448000,1222605280,sample
BA,US,2026-01-26,186.11,188.91,183.88,186.67,186.67,6510000,1215221700,sample
BA,US,2026-01-27,186.50,189.11,184.26,186.87,186.87,6572000,1228109640,sample
BA,US,2026-01-28,186.88,189.31,184.64,187.07,187.07,6634000,1241022380,sample
BA,US,2026-01-29,187.28,189.53,185.03,187.28,187.28,6696000,1254026880,sample
BA,US,2026-01-30,187.67,189.92,185.23,187.48,187.48,6758000,1266989840,sample
BA,US,2026-02-02,187.12,189.93,184.87,187.68,187.68,6820000,1279977600,sample
BA,US,2026-02-03,187.51,190.14,185.26,187.89,187.89,6200000,1164918000,sample
BA,US,2026-02-04,187.90,190.35,185.65,188.09,188.09,6262000,1177819580,sample
BA,US,2026-02-05,188.29,190.55,186.03,188.29,188.29,6324000,1190745960,sample
BA,US,2026-02-06,188.69,190.95,186.24,188.50,188.50,6386000,1203761000,sample
BA,US,2026-02-09,188.13,190.96,185.87,188.70,188.70,6448000,1216737600,sample
BA,US,2026-02-10,188.52,191.17,186.26,188.90,188.90,6510000,1229739000,sample
BA,US,2026-02-11,188.92,191.38,186.65,189.11,189.11,6572000,1242830920,sample
BA,US,2026-02-12,189.31,191.58,187.04,189.31,189.31,6634000,1255882540,sample
BA,US,2026-02-13,189.70,191.98,187.24,189.51,189.51,6696000,1268958960,sample
BA,US,2026-02-16,189.15,192.00,186.88,189.72,189.72,6758000,1282127760,sample
BA,US,2026-02-17,189.54,192.20,187.27,189.92,189.92,6820000,1295254400,sample
BA,US,2026-02-18,186.79,189.22,184.55,186.98,186.98,6200000,1159276000,sample
BA,US,2026-02-19,187.18,189.43,184.93,187.18,187.18,6262000,1172121160,sample
